0.0	GEE	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0	GNN	1.0,1.0,1.0,0.986179199788134,1.0,0.967523882684474,0.9982169508467297,0.985721582644007,0.9887913055524898,0.9846511650374878,0.9982169508467297,0.962740967950729,0.9940422877759958,0.9982169508467297,1.0,0.9964238687783789,0.9836739272521468,0.9678259780147636,0.9970204199940369,0.9606503286117114,0.998216095356042,1.0,1.0,0.9833789894169152,1.0,1.0,0.994698284899752,0.9982169508467297,0.9780583747701903,0.9982169508467297,1.0,1.0,0.9970204199940369,1.0,0.9970204199940369,1.0,0.9887913055524898,0.9905288711013994,1.0,0.994039427270032,1.0,0.9970204199940369,1.0,0.9970204199940369,0.9982169508467297,0.9852099199750316,0.9922822911530341,0.9792996480164616,1.0,0.9970204199940369
0.0	GG	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9824403613470722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.01	GEE	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976206848231811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.01	GNN	0.9832552245994931,0.9764821688073232,0.9764821688073232,0.9905288711013994,0.9789047347428991,0.9828829676353309,0.9910934534703657,0.9733778226267088,0.9725823639487571,0.9686624049997082,0.972047464384387,0.9964497058211927,0.9812587879650355,0.9423060114140926,0.9799730466645384,1.0,0.9899557622672325,0.9952442680831468,0.9780583747701903,0.986179199788134,0.9616258201543029,0.9819999680889399,0.9982169508467297,0.9946956152804384,0.9934839355053972,0.991242992330127,0.9816061542396002,0.913658460874104,0.9231474009883098,0.945699532747972,0.9631605127845426,0.8492191008245124,0.9829274547694782,0.9222403004536615,0.9508449379419905,0.986179199788134,0.9832552245994931,0.9905288711013994,0.9783559171463838,0.9982169508467297,0.9743273130925607,0.9812587879650355,0.994698284899752,0.9734942976716753,0.9691343196499402,0.9922822911530341,0.985289284879307,0.986179199788134,0.9561019502066517,0.972047464384387
0.01	GG	1.0,1.0,0.9724021410837654,1.0,0.9934689683537105,0.9940515456886492,0.9964272979006388,0.9594138607257119,0.9970204199940369,0.9812368032591869,0.9895281238927618,1.0,1.0,0.9917315100120053,1.0,1.0,1.0,1.0,0.9875282806015091,0.9805250952413453,1.0,1.0,1.0,0.9952494968615853,1.0,0.9982169508467297,1.0,0.9796505856512866,1.0,0.9785878132785805,1.0,1.0,0.9489127089651195,0.9982169508467297,1.0,1.0,1.0,1.0,1.0,0.9852099199750316,1.0,1.0,0.9793433567719665,1.0,1.0,0.9786574651031101,1.0,1.0,1.0,0.9756855465684318
0.02	GEE	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998216095356042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.02	GNN	0.9118433996781781,0.9811505535548097,0.9828829676353309,0.8412077555850884,0.8358331557982521,0.9508591487992734,0.9634127296379104,0.9604814938538142,0.9508591487992734,0.9432019791734905,0.9749057996778693,0.963018469514682,0.9587931094098067,0.965995728550439,0.8298878744507078,0.9561019502066517,0.8672187222833734,0.9789877403102734,0.9491212396899175,0.9658978736347192,0.9799730466645384,0.9805429659871564,0.9689894599523119,0.9758044335301547,0.9074850164234912,0.994698284899752,0.9345440988437281,0.9467414887657912,0.9422907332437876,0.950466534452341,0.9678573894209366,0.9618105532128498,0.9749219806578525,0.9645229912264661,0.966481942075475,0.972047464384387,0.9861714221301932,0.8921643933721702,0.9439018862358481,0.926875400847394,0.9518280021443715,0.9257247870537253,0.9546650316854675,0.9827916745175491,0.9407727534502149,0.9709953568168602,0.8510361370760398,0.935604537663271,0.9835595483857138,0.9366811042509837
0.02	GG	0.9970204199940369,1.0,0.997618401127981,0.991242992330127,0.9887307458160439,1.0,1.0,0.9633665401589486,0.9289737089921825,0.9916602072720258,0.9833427048077629,1.0,0.9964238687783789,1.0,0.9418890533036023,1.0,0.9847850472563467,1.0,1.0,0.8775629801254338,1.0,0.9964238687783789,0.9728944840121835,0.9970204199940369,0.969855443711911,0.9934839355053972,0.9970204199940369,0.9940515456886492,0.9982169508467297,0.9970204199940369,0.9982169508467297,0.9970204199940369,0.9749676431648119,1.0,1.0,0.9793149226265179,0.9886801648483118,0.9838844073103735,0.9823847576818171,0.9970204199940369,0.9781055022215108,0.9940629534320786,0.9976206848231811,0.9212003393963577,1.0,1.0,1.0,1.0,0.923196973730153,0.9863246582616625
0.03	GEE	1.0,1.0,0.9982169508467297,0.9970204199940369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9946482860681262,0.997618401127981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998216095356042,1.0,1.0,0.998216095356042,0.998216095356042,1.0,0.998216095356042,0.9970247046083643,1.0,1.0,0.9940515456886492,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.03	GNN	0.8003817525212936,0.9364096807593012,0.7761377313200846,0.9576034758454677,0.8251399545262643,0.9086879099863306,0.7754822878205168,0.932402332467929,0.9305603814361842,0.9391965729343731,0.9574195897914671,0.9646347138946741,0.8673684532456378,0.8818349487910897,0.8793424396174403,0.9187869432611406,0.9004797458375252,0.9508177188288682,0.886511268066091,0.8298811012844244,0.8635425631463873,0.9368608675534256,0.9406830254398845,0.8148611297814303,0.9698645027801772,0.8877881392005996,0.8025833141835257,0.9630252746129364,0.8757723371957815,0.8267583365483596,0.918059011268303,0.8784462720192681,0.907665099405425,0.8946874784899583,0.9396038893635864,0.9267954151617169,0.8993814368350236,0.9063992354451563,0.951642633916379,0.828809824653256,0.8534468340161145,0.8845101031092504,0.8433198405663718,0.9068570050502546,0.8845735084417136,0.9361587665251766,0.9278476297930832,0.9034904016933415,0.7966424819321185,0.8653440894318699
0.03	GG	0.9703258014205189,0.9792032266432729,0.9585676093241824,0.9982169508467297,0.994057255034959,1.0,0.9687360804536939,1.0,0.9917394422582304,0.8871587804620895,0.9449247862567104,0.9940469859797365,1.0,0.9964497058211927,0.9633230865565231,0.9982169508467297,0.9740460560295677,0.9516128479714941,1.0,0.975819856396345,0.9970204199940369,0.9892588075018678,1.0,0.9745616746231092,0.9895391576890039,0.9836919899711317,0.9315304443362632,0.983945532198234,0.9964238687783789,0.9249684292906722,0.977033573929112,0.9751877637933302,0.9952270745051968,0.9970204199940369,0.9845615597211392,0.998216095356042,0.9678520613659989,0.9929523225540218,0.9940646673879148,0.9940600343693963,0.994057255034959,0.9828544070285725,0.9565046756933063,0.9928933478234344,0.964882914614391,0.9606560929989753,0.9970204199940369,0.9940515456886492,0.997618401127981,0.7846503890077668
0.04	GEE	0.9952442680831468,0.9982169508467297,0.9934478708649621,0.9970247046083643,0.9964462982369855,0.9952494968615853,0.9946508525401889,0.9934478708649621,1.0,0.9964497058211927,1.0,1.0,0.996447960251046,0.9964462982369855,1.0,1.0,0.998216095356042,0.997618401127981,1.0,0.9970204199940369,0.9916604075734922,0.998216095356042,1.0,1.0,0.9982169508467297,0.9964462982369855,1.0,1.0,1.0,0.9958425318548763,1.0,0.997618401127981,0.9976206848231811,0.9982169508467297,0.9923195067839634,1.0,0.998216095356042,0.9982169508467297,1.0,0.9982169508467297,0.998216095356042,1.0,0.9958425318548763,0.9952539973102211,0.997618401127981,0.9958256259913754,0.997618401127981,1.0,0.9982169508467297,0.9970204199940369
