ACM	GEE	0.005907297134399414,0.00622105598449707,0.006529092788696289,0.006853818893432617,0.006196022033691406,0.006166934967041016,0.006479740142822266,0.006289005279541016,0.006233930587768555,0.006283998489379883,0.006311178207397461,0.006296873092651367,0.006185054779052734,0.006284236907958984,0.006174802780151367,0.006057024002075195,0.0062258243560791016,0.006172895431518555,0.006234169006347656,0.006175041198730469,0.007513761520385742,0.006227970123291016,0.006363868713378906,0.00619196891784668,0.006277799606323242,0.0061550140380859375,0.0062808990478515625,0.006297111511230469,0.006379127502441406,0.00625920295715332,0.006324052810668945,0.006144046783447266,0.0064220428466796875,0.006092071533203125,0.006543159484863281,0.006318807601928711,0.006283998489379883,0.006410837173461914,0.006502866744995117,0.007132768630981445,0.006277799606323242,0.006295919418334961,0.0061109066009521484,0.00623321533203125,0.006403923034667969,0.006639242172241211,0.0063610076904296875,0.006140947341918945,0.006189107894897461,0.006294965744018555,0.006429910659790039,0.006324291229248047,0.006321907043457031,0.006407260894775391,0.006325960159301758,0.006428241729736328,0.006170988082885742,0.006256103515625,0.006389141082763672,0.006208896636962891,0.005896806716918945,0.0070040225982666016,0.006444692611694336,0.006386995315551758,0.0062940120697021484,0.006273984909057617,0.006399869918823242,0.00634002685546875,0.006281137466430664,0.006334066390991211,0.00635218620300293,0.0063021183013916016,0.006323814392089844,0.006123781204223633,0.006350994110107422,0.006206989288330078,0.006304025650024414,0.006513118743896484,0.0062139034271240234,0.00632786750793457,0.006276845932006836,0.0066280364990234375,0.006407022476196289,0.0064580440521240234,0.006418943405151367,0.00641632080078125,0.006353139877319336,0.006265163421630859,0.006347179412841797,0.00628972053527832,0.006596088409423828,0.006379842758178711,0.006289005279541016,0.006409168243408203,0.0065288543701171875,0.006256103515625,0.006108760833740234,0.00646209716796875,0.006398916244506836,0.006145000457763672
ACM	GNN	0.33608102798461914,0.5027756690979004,0.342864990234375,0.30179405212402344,0.35451698303222656,0.3244340419769287,0.37095093727111816,0.36081624031066895,0.4420018196105957,0.6904518604278564,0.4069502353668213,0.3580281734466553,0.3041198253631592,0.2772688865661621,0.3521699905395508,0.45680999755859375,0.3842179775238037,0.39080023765563965,0.3327820301055908,0.4203660488128662,0.36076998710632324,0.33086204528808594,0.497039794921875,0.33445310592651367,0.39736080169677734,0.4278898239135742,0.32128286361694336,0.28482818603515625,0.5486280918121338,0.3442680835723877,0.7285351753234863,0.30146217346191406,0.3372962474822998,0.39395618438720703,0.4626798629760742,0.4152677059173584,0.28471899032592773,0.4468400478363037,0.3867330551147461,0.3230750560760498,0.3730030059814453,0.3535652160644531,0.35714101791381836,0.3278970718383789,0.2612621784210205,0.33563899993896484,0.38214993476867676,0.40577220916748047,0.315615177154541,0.27728915214538574,0.3483860492706299,0.3486778736114502,0.5402719974517822,0.3154418468475342,0.4239668846130371,0.3762679100036621,0.5216012001037598,0.6563677787780762,0.4163041114807129,0.6931247711181641,0.438762903213501,0.2838149070739746,0.3595728874206543,0.3487839698791504,0.3174099922180176,0.31522107124328613,0.5367641448974609,0.3777148723602295,0.3811349868774414,0.2706270217895508,0.3128938674926758,0.28823089599609375,0.3872849941253662,0.3951261043548584,0.3929591178894043,0.3660469055175781,0.30785107612609863,0.36286211013793945,0.35419321060180664,0.3609781265258789,0.3906431198120117,0.534229040145874,0.321911096572876,0.32159900665283203,0.2512679100036621,0.3034849166870117,0.3591749668121338,0.451934814453125,0.638592004776001,0.28672099113464355,0.2569088935852051,0.2771646976470947,0.44523191452026367,0.28511595726013184,0.3026919364929199,0.3574683666229248,0.39916110038757324,0.3059651851654053,0.5668859481811523,0.2693290710449219
ACM	GG	0.6765210628509521,0.8758010864257812,0.25364208221435547,0.2512087821960449,0.8373446464538574,0.5997722148895264,0.6189999580383301,0.4551992416381836,0.49149107933044434,0.2944810390472412,0.2564201354980469,0.45041418075561523,0.3417530059814453,0.4352729320526123,0.25769519805908203,0.7440228462219238,0.7177329063415527,0.35915398597717285,0.5719039440155029,0.5042991638183594,0.6462199687957764,1.1755778789520264,0.5029902458190918,0.45694494247436523,0.6251950263977051,0.25061917304992676,0.9175159931182861,0.3230431079864502,0.28343820571899414,0.43470311164855957,0.5050089359283447,0.3750009536743164,0.2500488758087158,0.25507211685180664,0.26969003677368164,0.6447961330413818,0.3088419437408447,0.31894993782043457,0.28180718421936035,0.427778959274292,0.6852929592132568,0.28452491760253906,0.2658560276031494,0.9045093059539795,0.2929379940032959,0.41528892517089844,0.254749059677124,0.855532169342041,0.6911759376525879,0.5062861442565918,0.5734860897064209,0.6361470222473145,0.28979015350341797,0.4294867515563965,0.29589104652404785,0.5681688785552979,0.5674319267272949,0.2925281524658203,0.8805339336395264,0.25162601470947266,0.9105217456817627,0.4719729423522949,0.26221704483032227,0.275968074798584,0.6189398765563965,0.2855072021484375,0.2742037773132324,0.9246611595153809,0.3343791961669922,0.5490648746490479,0.7799251079559326,0.848520040512085,0.38892602920532227,0.3407149314880371,0.5185463428497314,0.42998409271240234,0.4898641109466553,0.28727102279663086,0.7818076610565186,0.46019482612609863,0.2583620548248291,0.8290688991546631,0.2608070373535156,0.3641631603240967,0.24964499473571777,0.9779918193817139,0.25482797622680664,0.6320641040802002,0.26364588737487793,0.40763282775878906,0.809222936630249,0.26706671714782715,0.3028380870819092,0.30437469482421875,0.4090738296508789,0.27170395851135254,0.28724122047424316,0.784121036529541,0.2885909080505371,0.30101895332336426
ACM	GG2	0.6765210628509521,0.8758010864257812,0.25364208221435547,0.2512087821960449,0.8373446464538574,0.5997722148895264,0.6189999580383301,0.4551992416381836,0.49149107933044434,0.2944810390472412,0.2564201354980469,0.45041418075561523,0.3417530059814453,0.4352729320526123,0.25769519805908203,0.7440228462219238,0.7177329063415527,0.35915398597717285,0.5719039440155029,0.5042991638183594,0.6462199687957764,1.1755778789520264,0.5029902458190918,0.45694494247436523,0.6251950263977051,0.25061917304992676,0.9175159931182861,0.3230431079864502,0.28343820571899414,0.43470311164855957,0.5050089359283447,0.3750009536743164,0.2500488758087158,0.25507211685180664,0.26969003677368164,0.6447961330413818,0.3088419437408447,0.31894993782043457,0.28180718421936035,0.427778959274292,0.6852929592132568,0.28452491760253906,0.2658560276031494,0.9045093059539795,0.2929379940032959,0.41528892517089844,0.254749059677124,0.855532169342041,0.6911759376525879,0.5062861442565918,0.5734860897064209,0.6361470222473145,0.28979015350341797,0.4294867515563965,0.29589104652404785,0.5681688785552979,0.5674319267272949,0.2925281524658203,0.8805339336395264,0.25162601470947266,0.9105217456817627,0.4719729423522949,0.26221704483032227,0.275968074798584,0.6189398765563965,0.2855072021484375,0.2742037773132324,0.9246611595153809,0.3343791961669922,0.5490648746490479,0.7799251079559326,0.848520040512085,0.38892602920532227,0.3407149314880371,0.5185463428497314,0.42998409271240234,0.4898641109466553,0.28727102279663086,0.7818076610565186,0.46019482612609863,0.2583620548248291,0.8290688991546631,0.2608070373535156,0.3641631603240967,0.24964499473571777,0.9779918193817139,0.25482797622680664,0.6320641040802002,0.26364588737487793,0.40763282775878906,0.809222936630249,0.26706671714782715,0.3028380870819092,0.30437469482421875,0.4090738296508789,0.27170395851135254,0.28724122047424316,0.784121036529541,0.2885909080505371,0.30101895332336426
BAT	GEE	0.0005960464477539062,0.0005369186401367188,0.0005280971527099609,0.0005660057067871094,0.0005550384521484375,0.0005540847778320312,0.0005450248718261719,0.0005409717559814453,0.0005490779876708984,0.0005288124084472656,0.0005390644073486328,0.0005559921264648438,0.0005309581756591797,0.0005221366882324219,0.0005660057067871094,0.0005600452423095703,0.0005519390106201172,0.0005290508270263672,0.0005247592926025391,0.0005319118499755859,0.0005087852478027344,0.0005619525909423828,0.0005183219909667969,0.000537872314453125,0.0005507469177246094,0.0005340576171875,0.0007038116455078125,0.0005109310150146484,0.0005240440368652344,0.0005519390106201172,0.0005266666412353516,0.0005807876586914062,0.0005669593811035156,0.0005462169647216797,0.0005209445953369141,0.0005509853363037109,0.0005271434783935547,0.0005381107330322266,0.000530242919921875,0.0005340576171875,0.0005328655242919922,0.0005741119384765625,0.0005500316619873047,0.0005960464477539062,0.0005390644073486328,0.0005369186401367188,0.00055694580078125,0.0005381107330322266,0.0005371570587158203,0.0005261898040771484,0.000518798828125,0.0005240440368652344,0.0005340576171875,0.0005259513854980469,0.0005121231079101562,0.0005438327789306641,0.0005252361297607422,0.0005309581756591797,0.0005130767822265625,0.0004951953887939453,0.0005409717559814453,0.0005109310150146484,0.0005609989166259766,0.0005171298980712891,0.0005340576171875,0.0005528926849365234,0.0005638599395751953,0.0005512237548828125,0.0005338191986083984,0.0005331039428710938,0.0005612373352050781,0.0005288124084472656,0.0005228519439697266,0.0005340576171875,0.0005400180816650391,0.0005419254302978516,0.0005424022674560547,0.0005228519439697266,0.0005340576171875,0.0005407333374023438,0.0005292892456054688,0.0005440711975097656,0.0005590915679931641,0.0005240440368652344,0.0005340576171875,0.0005369186401367188,0.0005450248718261719,0.0005218982696533203,0.0005409717559814453,0.0005269050598144531,0.0006017684936523438,0.0005581378936767578,0.0005712509155273438,0.0005640983581542969,0.0005450248718261719,0.0005247592926025391,0.000514984130859375,0.0005183219909667969,0.00055694580078125,0.0005440711975097656
BAT	GNN	0.13255786895751953,0.09843826293945312,0.14391493797302246,0.14214205741882324,0.09400081634521484,0.10475492477416992,0.10052776336669922,0.1214289665222168,0.1190798282623291,0.11793375015258789,0.09217405319213867,0.16493916511535645,0.2050490379333496,0.2107830047607422,0.09630012512207031,0.1081838607788086,0.09230208396911621,0.1127631664276123,0.11472201347351074,0.12675714492797852,0.11495184898376465,0.1369929313659668,0.12536191940307617,0.12328195571899414,0.1280660629272461,0.09314584732055664,0.13398098945617676,0.11639690399169922,0.11565589904785156,0.185150146484375,0.11716794967651367,0.11649203300476074,0.1172339916229248,0.10565590858459473,0.0999290943145752,0.12033987045288086,0.1145777702331543,0.21888089179992676,0.1215507984161377,0.12402510643005371,0.11910724639892578,0.11655783653259277,0.18869805335998535,0.09169483184814453,0.19606900215148926,0.17006707191467285,0.09639406204223633,0.2212660312652588,0.21306896209716797,0.09225010871887207,0.1433563232421875,0.12258195877075195,0.12266016006469727,0.2790710926055908,0.16529083251953125,0.1723020076751709,0.18540000915527344,0.1214141845703125,0.11554121971130371,0.12486028671264648,0.11939406394958496,0.09920716285705566,0.19618606567382812,0.11874699592590332,0.1868741512298584,0.17835187911987305,0.0932929515838623,0.09313797950744629,0.09381294250488281,0.12264180183410645,0.09267592430114746,0.13253402709960938,0.11950016021728516,0.1196591854095459,0.19396591186523438,0.09292793273925781,0.171875,0.09351205825805664,0.11311006546020508,0.11819291114807129,0.12611675262451172,0.12544012069702148,0.16215109825134277,0.15752887725830078,0.1255791187286377,0.19772696495056152,0.1192319393157959,0.2004411220550537,0.18746709823608398,0.1245582103729248,0.12564802169799805,0.14076685905456543,0.10760879516601562,0.1284787654876709,0.13864398002624512,0.20494508743286133,0.11265015602111816,0.1164250373840332,0.20428800582885742,0.12142181396484375
BAT	GG	0.128187894821167,0.1705770492553711,0.11745309829711914,0.1268148422241211,0.12273597717285156,0.10560727119445801,0.11415505409240723,0.09228301048278809,0.13402104377746582,0.15870118141174316,0.16131305694580078,0.11058473587036133,0.12653803825378418,0.1133108139038086,0.13510513305664062,0.1363840103149414,0.13395929336547852,0.09336209297180176,0.10302519798278809,0.09286999702453613,0.19086170196533203,0.18122291564941406,0.11501026153564453,0.11183381080627441,0.13168811798095703,0.17228436470031738,0.2488410472869873,0.1033329963684082,0.16341686248779297,0.14119720458984375,0.13995885848999023,0.11662888526916504,0.11630892753601074,0.11587285995483398,0.12431716918945312,0.15055513381958008,0.13810491561889648,0.11022377014160156,0.09079122543334961,0.12678313255310059,0.09267711639404297,0.18645501136779785,0.1787731647491455,0.12093973159790039,0.09238910675048828,0.1175851821899414,0.11880683898925781,0.0914921760559082,0.12155795097351074,0.11567091941833496,0.15439391136169434,0.09286308288574219,0.19449114799499512,0.18669700622558594,0.0953211784362793,0.11772418022155762,0.09294795989990234,0.09167599678039551,0.09173893928527832,0.09285998344421387,0.10929083824157715,0.12511324882507324,0.09299588203430176,0.1323699951171875,0.11602902412414551,0.210068941116333,0.12685608863830566,0.11996603012084961,0.22400307655334473,0.15627503395080566,0.16254377365112305,0.09325599670410156,0.0918588638305664,0.09674692153930664,0.13844895362854004,0.18262696266174316,0.16718482971191406,0.1218411922454834,0.13272905349731445,0.09293699264526367,0.09214520454406738,0.09267306327819824,0.19023370742797852,0.09620404243469238,0.14978528022766113,0.20745396614074707,0.19640493392944336,0.12315893173217773,0.11967992782592773,0.09996485710144043,0.10617804527282715,0.14562511444091797,0.16852617263793945,0.15332388877868652,0.12849211692810059,0.20385527610778809,0.17451691627502441,0.15045881271362305,0.09251785278320312,0.0919029712677002
BAT	GG2	0.128187894821167,0.1705770492553711,0.11745309829711914,0.1268148422241211,0.12273597717285156,0.10560727119445801,0.11415505409240723,0.09228301048278809,0.13402104377746582,0.15870118141174316,0.16131305694580078,0.11058473587036133,0.12653803825378418,0.1133108139038086,0.13510513305664062,0.1363840103149414,0.13395929336547852,0.09336209297180176,0.10302519798278809,0.09286999702453613,0.19086170196533203,0.18122291564941406,0.11501026153564453,0.11183381080627441,0.13168811798095703,0.17228436470031738,0.2488410472869873,0.1033329963684082,0.16341686248779297,0.14119720458984375,0.13995885848999023,0.11662888526916504,0.11630892753601074,0.11587285995483398,0.12431716918945312,0.15055513381958008,0.13810491561889648,0.11022377014160156,0.09079122543334961,0.12678313255310059,0.09267711639404297,0.18645501136779785,0.1787731647491455,0.12093973159790039,0.09238910675048828,0.1175851821899414,0.11880683898925781,0.0914921760559082,0.12155795097351074,0.11567091941833496,0.15439391136169434,0.09286308288574219,0.19449114799499512,0.18669700622558594,0.0953211784362793,0.11772418022155762,0.09294795989990234,0.09167599678039551,0.09173893928527832,0.09285998344421387,0.10929083824157715,0.12511324882507324,0.09299588203430176,0.1323699951171875,0.11602902412414551,0.210068941116333,0.12685608863830566,0.11996603012084961,0.22400307655334473,0.15627503395080566,0.16254377365112305,0.09325599670410156,0.0918588638305664,0.09674692153930664,0.13844895362854004,0.18262696266174316,0.16718482971191406,0.1218411922454834,0.13272905349731445,0.09293699264526367,0.09214520454406738,0.09267306327819824,0.19023370742797852,0.09620404243469238,0.14978528022766113,0.20745396614074707,0.19640493392944336,0.12315893173217773,0.11967992782592773,0.09996485710144043,0.10617804527282715,0.14562511444091797,0.16852617263793945,0.15332388877868652,0.12849211692810059,0.20385527610778809,0.17451691627502441,0.15045881271362305,0.09251785278320312,0.0919029712677002
DBLP	GEE	0.0023577213287353516,0.0021920204162597656,0.0022149085998535156,0.002157926559448242,0.002231121063232422,0.0022339820861816406,0.0021491050720214844,0.0021359920501708984,0.0022439956665039062,0.002546072006225586,0.0024619102478027344,0.0022230148315429688,0.002167940139770508,0.002351045608520508,0.0023849010467529297,0.0022819042205810547,0.0022280216217041016,0.0023360252380371094,0.002301931381225586,0.002212047576904297,0.0022058486938476562,0.0022821426391601562,0.0022687911987304688,0.0021979808807373047,0.002229928970336914,0.002167940139770508,0.0022687911987304688,0.0021829605102539062,0.0021512508392333984,0.0021810531616210938,0.002287149429321289,0.0023851394653320312,0.00220489501953125,0.0021419525146484375,0.0022890567779541016,0.0022008419036865234,0.0022690296173095703,0.002141237258911133,0.0022220611572265625,0.0022270679473876953,0.002577066421508789,0.0021429061889648438,0.002203226089477539,0.0021800994873046875,0.004480123519897461,0.0022301673889160156,0.0022270679473876953,0.003915071487426758,0.0022399425506591797,0.0022537708282470703,0.002110004425048828,0.0022079944610595703,0.002490997314453125,0.0021512508392333984,0.002215147018432617,0.0021610260009765625,0.0022079944610595703,0.0022079944610595703,0.002317190170288086,0.0021669864654541016,0.0022361278533935547,0.0022249221801757812,0.002187013626098633,0.002218008041381836,0.002202272415161133,0.002262115478515625,0.0022139549255371094,0.0025260448455810547,0.0022819042205810547,0.002307891845703125,0.002216339111328125,0.0022628307342529297,0.0022258758544921875,0.0022373199462890625,0.0021588802337646484,0.0022869110107421875,0.002196073532104492,0.002234935760498047,0.0021779537200927734,0.0022020339965820312,0.002149820327758789,0.002157926559448242,0.002360820770263672,0.002277851104736328,0.002262115478515625,0.002196073532104492,0.002109050750732422,0.0022008419036865234,0.0022101402282714844,0.0027620792388916016,0.0021588802337646484,0.002176046371459961,0.0022001266479492188,0.002334117889404297,0.0022208690643310547,0.002179861068725586,0.002274036407470703,0.0022139549255371094,0.002226114273071289,0.0022118091583251953
DBLP	GNN	0.2528350353240967,0.24010491371154785,0.25985193252563477,0.3141486644744873,0.3212912082672119,0.4326009750366211,0.2792329788208008,0.2954680919647217,0.35654520988464355,0.4643709659576416,0.3838481903076172,0.23723602294921875,0.377565860748291,0.333219051361084,0.2912921905517578,0.3976151943206787,0.3008298873901367,0.3460109233856201,0.3125267028808594,0.28151988983154297,0.4186561107635498,0.27530813217163086,0.2599821090698242,0.6743521690368652,0.35720396041870117,0.4822962284088135,0.26797914505004883,0.29583001136779785,0.3809800148010254,0.3815732002258301,0.4314119815826416,0.36572694778442383,0.3324460983276367,0.2642970085144043,0.46362805366516113,0.2766721248626709,0.2889058589935303,0.3438258171081543,0.3173508644104004,0.26473402976989746,0.2848801612854004,0.36315298080444336,0.31658291816711426,0.3384099006652832,0.22277021408081055,0.3644449710845947,0.30216097831726074,0.2712371349334717,0.27639174461364746,0.3337259292602539,0.233720064163208,0.3473210334777832,0.3352329730987549,0.3050658702850342,0.4283730983734131,0.37313413619995117,0.28507399559020996,0.341749906539917,0.29459404945373535,0.36022090911865234,0.3296020030975342,0.3085658550262451,0.299990177154541,0.283109188079834,0.2901477813720703,0.24326777458190918,0.30266594886779785,0.23433399200439453,0.37729501724243164,0.3866109848022461,0.26221489906311035,0.2890281677246094,0.24179410934448242,0.25367188453674316,0.256450891494751,0.2699110507965088,0.2735629081726074,0.3462841510772705,0.25020289421081543,0.3966548442840576,0.3348522186279297,0.339094877243042,0.24808597564697266,0.3403310775756836,0.30419111251831055,0.2779538631439209,0.42488908767700195,0.38742804527282715,0.2650320529937744,0.334871768951416,0.36351895332336426,0.3275630474090576,0.29410529136657715,0.3032510280609131,0.33669495582580566,0.36193418502807617,0.27967309951782227,0.28811073303222656,0.5177006721496582,0.24610209465026855
