0.0	GEE	2.876121759414673,3.215682029724121,2.953869104385376,3.0517990589141846,2.9109911918640137,2.954631805419922,2.7900397777557373,2.895174980163574,3.0774407386779785,2.8171770572662354,3.0474979877471924,2.7436442375183105,2.947300910949707,3.122324228286743,2.9394381046295166,2.858582019805908,3.0766420364379883,2.978811025619507,3.1986849308013916,3.0031380653381348,3.14101505279541,2.94474720954895,3.112924098968506,3.0214028358459473,2.817155122756958,3.2222371101379395,3.034458875656128,2.977900981903076,2.969808340072632,2.9610979557037354,2.9612221717834473,3.0954031944274902,3.1223490238189697,3.0365171432495117,2.747321844100952,3.018681764602661,3.2418692111968994,3.195157051086426,3.0108089447021484,2.912381887435913,3.076911211013794,2.85693097114563,3.0217909812927246,3.203969955444336,3.0236899852752686,3.0085432529449463,3.192934036254883,3.0114879608154297,3.103867769241333,2.870208978652954
0.0	GNN	21.647547960281372,23.069939851760864,19.227715015411377,16.976895093917847,30.56464385986328,16.607414960861206,29.349345684051514,16.405347108840942,16.78512406349182,16.55357789993286,16.655841827392578,16.67552399635315,16.941484689712524,16.636568784713745,17.561929941177368,16.657291173934937,16.747973203659058,18.295538902282715,24.525047063827515,20.903001070022583,30.526954889297485,27.565001964569092,19.82411813735962,17.778402090072632,18.77373194694519,18.283179759979248,18.87526297569275,16.895122051239014,16.763890266418457,18.410250902175903,21.10087513923645,21.533581972122192,19.273136138916016,22.672052145004272,19.122395992279053,16.79800510406494,25.016291856765747,21.894686222076416,18.3320529460907,17.1354820728302,17.592081785202026,22.6904079914093,18.24181079864502,16.777801275253296,17.081333875656128,18.390915155410767,21.291062116622925,25.25008487701416,19.478217840194702,16.793354988098145
0.0	GG	35.819238901138306,18.284639358520508,18.326380014419556,15.938391208648682,15.998939990997314,15.938178777694702,15.841155767440796,15.813510179519653,16.20331597328186,16.008081912994385,16.240198135375977,15.78869915008545,16.20573592185974,15.968544960021973,16.05459499359131,16.058152198791504,16.08698797225952,16.303314208984375,16.474990844726562,16.390953302383423,16.36684799194336,16.2756290435791,16.55650019645691,16.180118799209595,16.327192783355713,16.46174716949463,16.33328914642334,16.3439040184021,16.362142086029053,16.14472508430481,16.480411052703857,16.586257219314575,16.63751196861267,16.58547806739807,16.120664834976196,16.530254125595093,16.299328088760376,16.506410121917725,16.53007197380066,16.272744178771973,16.405261039733887,16.287555694580078,16.357746124267578,16.371459007263184,16.27037477493286,16.28942608833313,16.42371892929077,16.36544394493103,16.36921501159668,16.18558096885681
0.02	GEE	3.254556894302368,3.471224784851074,3.5321881771087646,3.529256820678711,3.69478702545166,3.473231315612793,3.531248092651367,3.417816162109375,3.3645050525665283,3.458874225616455,3.7648160457611084,3.5272459983825684,3.508436918258667,3.3411221504211426,3.4026851654052734,3.7111308574676514,3.4769771099090576,3.8916029930114746,3.7018020153045654,3.4558730125427246,3.519007921218872,3.3355040550231934,3.4353187084198,3.3618528842926025,3.530151844024658,3.803349018096924,3.410983085632324,3.635014057159424,3.4695701599121094,3.5881500244140625,3.3208539485931396,3.512624979019165,3.2942190170288086,3.3949620723724365,3.5544533729553223,3.539036989212036,3.3098559379577637,3.515213966369629,3.4223902225494385,3.3989920616149902,3.4964282512664795,3.484772205352783,3.395015239715576,3.3834240436553955,3.514867067337036,3.441304922103882,3.6615827083587646,3.3071250915527344,3.577455759048462,3.609483003616333
0.02	GNN	17.343149185180664,21.037776947021484,32.519028186798096,25.57936191558838,26.200965881347656,30.061130046844482,32.936681032180786,23.323660135269165,37.181257009506226,35.056411027908325,19.145843982696533,43.275331020355225,26.60392689704895,27.47652316093445,37.21200108528137,23.60746121406555,19.43395709991455,20.153975009918213,27.13425302505493,20.671528100967407,32.02446675300598,19.667927026748657,25.27500319480896,31.67415690422058,20.44074821472168,30.568785905838013,38.204545974731445,30.109742879867554,21.25723385810852,17.02504587173462,22.533890962600708,22.130109786987305,25.079199075698853,18.49637007713318,21.66849112510681,20.93846082687378,31.608976125717163,19.472729206085205,17.16498899459839,17.459544897079468,36.625422954559326,21.069247007369995,25.533287286758423,26.55845594406128,22.46568489074707,23.693848133087158,17.314607858657837,23.9838547706604,21.155987977981567,18.78324794769287
0.02	GG	16.426949977874756,16.635499000549316,16.518671989440918,16.920348167419434,16.6909921169281,16.520373106002808,16.855395078659058,18.522263050079346,17.1235408782959,20.851415157318115,16.997939109802246,16.617759943008423,16.990922927856445,16.9161319732666,16.82707977294922,16.820013999938965,16.904365062713623,19.13434410095215,19.094792127609253,16.595775842666626,16.512110710144043,16.325106143951416,16.7909038066864,16.45035481452942,16.569747924804688,16.638040781021118,16.722599267959595,16.687416076660156,16.798716068267822,16.802088975906372,16.627820014953613,16.74520182609558,16.381392002105713,16.478422164916992,16.641180992126465,17.334237098693848,16.683528900146484,16.67520308494568,18.50099205970764,16.47601819038391,16.700605154037476,16.60524582862854,16.808764219284058,17.07102108001709,16.61929702758789,16.651270866394043,16.567070960998535,16.419745922088623,16.66022825241089,16.58069682121277
0.04	GEE	3.861361026763916,3.636165142059326,4.139387130737305,3.908910036087036,3.837315082550049,3.7593648433685303,3.8749451637268066,3.9874649047851562,3.774090051651001,3.967942953109741,4.074655055999756,3.8789680004119873,4.008566856384277,3.841470956802368,3.793267250061035,4.083526134490967,3.7763991355895996,4.065578937530518,3.8573787212371826,4.121052980422974,4.074533700942993,3.764988899230957,3.774172067642212,3.9012181758880615,3.97005295753479,3.8456718921661377,4.003540992736816,3.786972761154175,3.9048349857330322,3.9191622734069824,4.2718729972839355,3.8536882400512695,3.882139205932617,4.013922929763794,3.8138508796691895,3.773017168045044,3.9273688793182373,3.9553050994873047,3.7767560482025146,3.820347309112549,3.946087121963501,3.7328481674194336,3.938049077987671,3.843533992767334,3.9110682010650635,3.82120418548584,4.120861053466797,3.992691993713379,3.953433036804199,3.81911301612854
0.04	GNN	23.767434120178223,42.03716802597046,32.470492124557495,41.9366660118103,22.35484004020691,32.42017412185669,40.16538643836975,26.8819739818573,36.44891309738159,42.98121094703674,27.992491006851196,22.212238073349,49.44405722618103,26.673808813095093,68.23956179618835,28.043653964996338,19.938512086868286,44.37336492538452,36.43122410774231,33.729604959487915,20.927924871444702,33.66590690612793,21.77761697769165,27.313207149505615,23.58099675178528,37.752933979034424,34.047558307647705,26.00692129135132,27.751847982406616,38.714503049850464,36.832257986068726,31.16325616836548,23.978909015655518,28.802343130111694,32.659769773483276,44.56831097602844,34.01306128501892,29.8337299823761,20.180073976516724,32.2616012096405,36.71043825149536,40.70992612838745,23.997861862182617,43.572675943374634,43.28724813461304,26.87993597984314,32.69624185562134,42.58551502227783,25.643224954605103,25.716054916381836
0.04	GG	16.71103286743164,16.53092098236084,17.080184936523438,17.200206995010376,17.044604778289795,16.762739896774292,16.596004009246826,16.99991512298584,16.98124623298645,16.840200185775757,16.85098886489868,16.67199993133545,16.960322856903076,16.736677169799805,17.3399338722229,17.47947382926941,16.913363933563232,16.82685089111328,16.809526920318604,17.525190830230713,17.089222192764282,17.077046632766724,23.028934955596924,16.98030686378479,17.471814155578613,17.08714199066162,17.332480907440186,17.07090711593628,17.253968000411987,17.11283302307129,16.89407706260681,16.869493007659912,51.39213585853577,28.389838933944702,17.208057641983032,49.7401340007782,17.250842094421387,16.97828197479248,16.841881036758423,17.30781316757202,17.12286400794983,17.11052107810974,17.095635890960693,16.827548027038574,16.97528576850891,51.528915882110596,17.314635038375854,17.083908081054688,16.868864059448242,16.866312742233276
0.06	GEE	4.1284339427948,4.432853937149048,4.169958114624023,4.0490148067474365,4.193610191345215,4.422887802124023,4.368971824645996,4.554869890213013,4.522564888000488,4.384947061538696,4.4396820068359375,4.3596742153167725,4.169497013092041,4.300038814544678,4.26001501083374,4.416468381881714,4.534664154052734,4.269335031509399,4.505648136138916,4.732061862945557,4.387449026107788,4.4250030517578125,4.2315919399261475,4.212661027908325,4.215394973754883,4.102450847625732,4.305379867553711,4.202206134796143,4.182949066162109,4.137425184249878,4.400908946990967,4.341925144195557,4.247247934341431,4.084695100784302,4.168004751205444,4.203674077987671,4.466264009475708,4.367305040359497,4.116830825805664,4.215903997421265,4.314349174499512,4.350850820541382,4.510123014450073,4.230337142944336,4.4070799350738525,4.335220098495483,4.29344630241394,4.321522951126099,4.290796995162964,4.31955099105835
